song,tot_laudness_mean,tot_laudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23
1153.mp3,0.09455920957639219,0.04806494571554287,[6.26444218e-03,1.94894161e-02,2.82346650e-02,6.19204650e-02,2.57777318e-02,2.56479820e-02,2.07261915e-02,2.66339199e-02,1.79353167e-02,7.75585281e-03,5.88741126e-03,6.36438335e-03,5.97275456e-03,1.72322187e-03,1.18068374e-03,2.65520316e-04,9.76430329e-05,3.40560064e-05,6.48542428e-07,2.34451040e-08,9.95546355e-09,1.14450188e-07,4.57522203e-07,1.56395122e-06],[6.26444218e-03,1.94894161e-02,2.82346650e-02,6.19204650e-02,2.57777318e-02,2.56479820e-02,2.07261915e-02,2.66339199e-02,1.79353167e-02,7.75585281e-03,5.88741126e-03,6.36438335e-03,5.97275456e-03,1.72322187e-03,1.18068374e-03,2.65520316e-04,9.76430329e-05,3.40560064e-05,6.48542428e-07,2.34451040e-08,9.95546355e-09,1.14450188e-07,4.57522203e-07,1.56395122e-06]
1154.mp3,0.11885004387856708,0.05372215762470307,[0.03774199,0.03695606,0.05082564,0.03689838,0.0251071,0.02652492,0.01631643,0.01257725,0.0123169,0.01068981,0.00791965,0.00534942,0.00859314,0.00788678,0.01162432,0.00883017,0.00767336,0.00411821,0.00430875,0.00456259,0.00467828,0.00521671,0.00565107,0.00673169],[0.03774199,0.03695606,0.05082564,0.03689838,0.0251071,0.02652492,0.01631643,0.01257725,0.0123169,0.01068981,0.00791965,0.00534942,0.00859314,0.00788678,0.01162432,0.00883017,0.00767336,0.00411821,0.00430875,0.00456259,0.00467828,0.00521671,0.00565107,0.00673169]
1155.mp3,0.07273385169436684,0.054389849794041156,[1.19352590e-02,2.62810985e-02,2.81703715e-02,3.64835997e-02,1.21379260e-02,1.36703804e-02,7.93322513e-03,7.63883809e-03,4.14299750e-03,4.53070968e-03,3.17567661e-03,4.10364388e-03,1.61695025e-03,2.12731778e-03,1.88144589e-03,1.07291715e-03,7.39992523e-04,6.08090569e-04,4.74436727e-04,1.13996673e-04,6.02972904e-05,6.20821135e-05,4.78072596e-05,8.56941201e-05],[1.19352590e-02,2.62810985e-02,2.81703715e-02,3.64835997e-02,1.21379260e-02,1.36703804e-02,7.93322513e-03,7.63883809e-03,4.14299750e-03,4.53070968e-03,3.17567661e-03,4.10364388e-03,1.61695025e-03,2.12731778e-03,1.88144589e-03,1.07291715e-03,7.39992523e-04,6.08090569e-04,4.74436727e-04,1.13996673e-04,6.02972904e-05,6.20821135e-05,4.78072596e-05,8.56941201e-05]
1156.mp3,0.1353557384714862,0.0675333148225641,[0.0586807,0.0314777,0.0265692,0.03140463,0.01560688,0.0260172,0.01933648,0.02139904,0.00927675,0.01191648,0.01451303,0.01036489,0.02129478,0.01463419,0.01096658,0.01159228,0.01114182,0.01948084,0.01851511,0.01450087,0.01436934,0.01823652,0.01879957,0.01988773],[0.0586807,0.0314777,0.0265692,0.03140463,0.01560688,0.0260172,0.01933648,0.02139904,0.00927675,0.01191648,0.01451303,0.01036489,0.02129478,0.01463419,0.01096658,0.01159228,0.01114182,0.01948084,0.01851511,0.01450087,0.01436934,0.01823652,0.01879957,0.01988773]
1157.mp3,0.16170772733460792,0.06730488803465179,[0.07510772,0.03574458,0.03314022,0.03665906,0.01660946,0.03013919,0.02413734,0.02356847,0.01151114,0.01618807,0.01733989,0.01194582,0.02449414,0.01655226,0.01321819,0.01651483,0.01511048,0.02296024,0.02187929,0.01753028,0.018522,0.02342498,0.02535786,0.02784687],[0.07510772,0.03574458,0.03314022,0.03665906,0.01660946,0.03013919,0.02413734,0.02356847,0.01151114,0.01618807,0.01733989,0.01194582,0.02449414,0.01655226,0.01321819,0.01651483,0.01511048,0.02296024,0.02187929,0.01753028,0.018522,0.02342498,0.02535786,0.02784687]
1158.mp3,0.14538380036546875,0.06778107957429275,[0.05616284,0.03119123,0.02763551,0.03600937,0.01810366,0.0297788,0.01831976,0.02346869,0.01131732,0.01448981,0.01611739,0.01284332,0.02544816,0.01691555,0.01279601,0.01309897,0.01302828,0.02291503,0.02178042,0.01700561,0.01697429,0.02122849,0.02101395,0.02258126],[0.05616284,0.03119123,0.02763551,0.03600937,0.01810366,0.0297788,0.01831976,0.02346869,0.01131732,0.01448981,0.01611739,0.01284332,0.02544816,0.01691555,0.01279601,0.01309897,0.01302828,0.02291503,0.02178042,0.01700561,0.01697429,0.02122849,0.02101395,0.02258126]
1159.mp3,0.142282711266817,0.06591596712613798,[0.05319259,0.02906445,0.02665652,0.03646602,0.01772768,0.0291769,0.01672948,0.02378038,0.0113264,0.01453688,0.01546155,0.01267928,0.02561512,0.01677668,0.01282114,0.01312247,0.01294809,0.02303364,0.02171726,0.01703426,0.01694167,0.02113174,0.02087719,0.02242151],[0.05319259,0.02906445,0.02665652,0.03646602,0.01772768,0.0291769,0.01672948,0.02378038,0.0113264,0.01453688,0.01546155,0.01267928,0.02561512,0.01677668,0.01282114,0.01312247,0.01294809,0.02303364,0.02171726,0.01703426,0.01694167,0.02113174,0.02087719,0.02242151]
1160.mp3,0.1590490217681041,0.075292606559166,[0.06759328,0.03709129,0.03151116,0.03718185,0.01891431,0.03072205,0.02352829,0.02595239,0.0121063,0.01501229,0.01783269,0.01320657,0.02581215,0.0181908,0.01388344,0.01465323,0.01415841,0.02384069,0.02268819,0.01796949,0.01770999,0.02234127,0.02263399,0.02374471],[0.06759328,0.03709129,0.03151116,0.03718185,0.01891431,0.03072205,0.02352829,0.02595239,0.0121063,0.01501229,0.01783269,0.01320657,0.02581215,0.0181908,0.01388344,0.01465323,0.01415841,0.02384069,0.02268819,0.01796949,0.01770999,0.02234127,0.02263399,0.02374471]
1161.mp3,0.03696401827570291,0.044012602096748385,[2.87600025e-05,1.19585969e-03,5.32692260e-04,1.27532303e-03,2.14856013e-03,8.91831659e-03,2.45923848e-03,5.11843687e-03,7.47875368e-03,7.81687888e-03,8.11408153e-03,7.68366691e-04,4.11435026e-03,1.09942761e-02,2.42474671e-03,2.25501319e-03,1.44647562e-03,2.48560666e-03,1.56883456e-03,6.30887591e-04,5.98984520e-04,7.58163847e-04,1.29960520e-04,2.21591834e-05],[2.87600025e-05,1.19585969e-03,5.32692260e-04,1.27532303e-03,2.14856013e-03,8.91831659e-03,2.45923848e-03,5.11843687e-03,7.47875368e-03,7.81687888e-03,8.11408153e-03,7.68366691e-04,4.11435026e-03,1.09942761e-02,2.42474671e-03,2.25501319e-03,1.44647562e-03,2.48560666e-03,1.56883456e-03,6.30887591e-04,5.98984520e-04,7.58163847e-04,1.29960520e-04,2.21591834e-05]
1162.mp3,0.0942735029509443,0.053352964374429296,[3.91716521e-02,2.91386286e-02,4.59210097e-02,3.69242960e-02,2.00667507e-02,1.74867943e-02,2.40908250e-02,1.45199143e-02,1.34061251e-02,2.72612030e-03,2.29309837e-03,2.51053012e-03,4.06727942e-03,1.03407400e-03,5.67919285e-04,4.96976292e-04,3.27044145e-05,1.19459644e-04,6.28414208e-05,1.72747688e-04,6.26510914e-04,3.67575948e-03,2.06668147e-03,3.69245966e-04],[3.91716521e-02,2.91386286e-02,4.59210097e-02,3.69242960e-02,2.00667507e-02,1.74867943e-02,2.40908250e-02,1.45199143e-02,1.34061251e-02,2.72612030e-03,2.29309837e-03,2.51053012e-03,4.06727942e-03,1.03407400e-03,5.67919285e-04,4.96976292e-04,3.27044145e-05,1.19459644e-04,6.28414208e-05,1.72747688e-04,6.26510914e-04,3.67575948e-03,2.06668147e-03,3.69245966e-04]
1163.mp3,0.15868386268066356,0.08401199241097287,[0.05665882,0.06129318,0.04032501,0.02486245,0.01761122,0.01514356,0.01459039,0.01459193,0.02058314,0.01040259,0.01563806,0.00760701,0.00986421,0.00643841,0.00905625,0.01432961,0.01233925,0.02103782,0.01940413,0.02549272,0.03052732,0.02766638,0.0268187,0.02330919],[0.05665882,0.06129318,0.04032501,0.02486245,0.01761122,0.01514356,0.01459039,0.01459193,0.02058314,0.01040259,0.01563806,0.00760701,0.00986421,0.00643841,0.00905625,0.01432961,0.01233925,0.02103782,0.01940413,0.02549272,0.03052732,0.02766638,0.0268187,0.02330919]
1164.mp3,0.12164155476232946,0.03074221344284951,[4.99385306e-02,3.19936014e-02,1.84963525e-02,7.63647699e-02,5.64835374e-02,3.21830533e-02,2.31939855e-02,1.47132917e-02,6.48105065e-03,1.63137681e-03,2.53261670e-03,1.22119666e-03,5.05910368e-05,2.57827791e-04,1.14048996e-04,9.48786533e-06,8.28992739e-07,1.09653792e-07,3.20608876e-08,3.07883720e-08,3.37654105e-08,1.22221048e-07,5.10968511e-07,1.41810035e-06],[4.99385306e-02,3.19936014e-02,1.84963525e-02,7.63647699e-02,5.64835374e-02,3.21830533e-02,2.31939855e-02,1.47132917e-02,6.48105065e-03,1.63137681e-03,2.53261670e-03,1.22119666e-03,5.05910368e-05,2.57827791e-04,1.14048996e-04,9.48786533e-06,8.28992739e-07,1.09653792e-07,3.20608876e-08,3.07883720e-08,3.37654105e-08,1.22221048e-07,5.10968511e-07,1.41810035e-06]
1165.mp3,0.09654411311270672,0.07022308887495317,[0.04671884,0.02814972,0.02203396,0.03768386,0.01899002,0.01266019,0.0397488,0.00740579,0.00632748,0.00749949,0.0054255,0.00593454,0.00772007,0.00563344,0.00534911,0.00458815,0.00204696,0.00316982,0.00280328,0.0018967,0.00402673,0.00639629,0.00496597,0.00693079],[0.04671884,0.02814972,0.02203396,0.03768386,0.01899002,0.01266019,0.0397488,0.00740579,0.00632748,0.00749949,0.0054255,0.00593454,0.00772007,0.00563344,0.00534911,0.00458815,0.00204696,0.00316982,0.00280328,0.0018967,0.00402673,0.00639629,0.00496597,0.00693079]
1166.mp3,0.11043103199058915,0.03969299301000052,[0.02816114,0.06667716,0.05092214,0.05105968,0.0135123,0.02464174,0.01106187,0.00551097,0.0205172,0.00244651,0.00407739,0.00193649,0.00317228,0.00287995,0.0018781,0.0038766,0.00085982,0.00068166,0.00076691,0.0004699,0.00020767,0.00054927,0.00082642,0.00054871],[0.02816114,0.06667716,0.05092214,0.05105968,0.0135123,0.02464174,0.01106187,0.00551097,0.0205172,0.00244651,0.00407739,0.00193649,0.00317228,0.00287995,0.0018781,0.0038766,0.00085982,0.00068166,0.00076691,0.0004699,0.00020767,0.00054927,0.00082642,0.00054871]
1167.mp3,0.0539841603507447,0.05303374239730513,[6.85729700e-03,1.38178129e-02,1.16238151e-02,1.96041164e-02,1.56467758e-02,2.57241033e-02,1.05484586e-02,4.35475192e-03,1.21870154e-03,3.93111116e-04,1.35902549e-04,1.00567890e-04,3.53327420e-06,6.95847529e-07,1.58257080e-06,2.78971013e-06,7.35030012e-07,1.63426650e-08,8.61627237e-07,1.39348630e-07,4.41794217e-07,1.25651485e-06,2.92811538e-06,5.56374062e-06],[6.85729700e-03,1.38178129e-02,1.16238151e-02,1.96041164e-02,1.56467758e-02,2.57241033e-02,1.05484586e-02,4.35475192e-03,1.21870154e-03,3.93111116e-04,1.35902549e-04,1.00567890e-04,3.53327420e-06,6.95847529e-07,1.58257080e-06,2.78971013e-06,7.35030012e-07,1.63426650e-08,8.61627237e-07,1.39348630e-07,4.41794217e-07,1.25651485e-06,2.92811538e-06,5.56374062e-06]
1168.mp3,0.06343796641531038,0.039630092412677204,[4.95431522e-03,1.27739935e-02,1.83693954e-02,2.73822743e-02,1.63001404e-02,1.70123760e-02,9.54690853e-03,7.85010015e-03,7.26446537e-03,5.89439791e-03,5.73366037e-03,1.82284252e-03,5.52787002e-03,6.24861521e-03,4.11844424e-03,4.75000190e-03,3.53575270e-03,2.15286710e-03,1.28346933e-03,7.71696600e-04,2.99389014e-04,1.82665276e-04,9.04837461e-05,7.96857150e-05],[4.95431522e-03,1.27739935e-02,1.83693954e-02,2.73822743e-02,1.63001404e-02,1.70123760e-02,9.54690853e-03,7.85010015e-03,7.26446537e-03,5.89439791e-03,5.73366037e-03,1.82284252e-03,5.52787002e-03,6.24861521e-03,4.11844424e-03,4.75000190e-03,3.53575270e-03,2.15286710e-03,1.28346933e-03,7.71696600e-04,2.99389014e-04,1.82665276e-04,9.04837461e-05,7.96857150e-05]
1169.mp3,0.18077012342493312,0.04855095278181685,[1.39645597e-01,6.90304955e-02,4.94615504e-02,5.25852364e-02,1.97160833e-02,1.72606523e-02,8.85017933e-03,1.27172428e-02,8.61149897e-03,6.60729838e-03,3.63838381e-03,2.51134062e-03,5.26765822e-03,1.30947304e-03,1.29716900e-03,1.14031599e-03,5.50614565e-04,7.49391816e-04,2.96082528e-04,2.13069700e-04,6.98112035e-05,2.24951173e-05,5.64786512e-05,9.05352717e-05],[1.39645597e-01,6.90304955e-02,4.94615504e-02,5.25852364e-02,1.97160833e-02,1.72606523e-02,8.85017933e-03,1.27172428e-02,8.61149897e-03,6.60729838e-03,3.63838381e-03,2.51134062e-03,5.26765822e-03,1.30947304e-03,1.29716900e-03,1.14031599e-03,5.50614565e-04,7.49391816e-04,2.96082528e-04,2.13069700e-04,6.98112035e-05,2.24951173e-05,5.64786512e-05,9.05352717e-05]
1170.mp3,0.060982946074015214,0.044200082603385635,[7.05695568e-04,7.33178992e-03,9.56833058e-03,2.57913343e-02,1.77713816e-02,1.21096620e-02,1.78996431e-02,2.29778012e-02,8.15456034e-03,1.75577011e-03,3.01100576e-03,3.11237790e-04,4.29413868e-04,3.08854511e-04,2.19216579e-05,2.41428536e-06,5.15717294e-06,1.36740203e-06,2.09031243e-06,1.46861264e-06,1.39784664e-06,3.29809987e-06,6.17958487e-06,1.14937245e-05],[7.05695568e-04,7.33178992e-03,9.56833058e-03,2.57913343e-02,1.77713816e-02,1.21096620e-02,1.78996431e-02,2.29778012e-02,8.15456034e-03,1.75577011e-03,3.01100576e-03,3.11237790e-04,4.29413868e-04,3.08854511e-04,2.19216579e-05,2.41428536e-06,5.15717294e-06,1.36740203e-06,2.09031243e-06,1.46861264e-06,1.39784664e-06,3.29809987e-06,6.17958487e-06,1.14937245e-05]
1171.mp3,0.0789257839828955,0.04247836959155153,[1.92644956e-02,4.11681349e-02,4.58110576e-02,2.11264434e-02,2.34035617e-03,3.09628158e-03,5.75832668e-04,1.41664326e-03,3.03334575e-04,7.68599509e-04,1.55478171e-05,1.37811888e-04,4.77953756e-06,1.26006355e-07,1.86950735e-07,6.45688235e-08,3.08793789e-08,1.92348513e-07,2.53038805e-07,2.48563558e-07,2.71464112e-07,8.75460707e-07,2.12442605e-06,5.25872769e-06],[1.92644956e-02,4.11681349e-02,4.58110576e-02,2.11264434e-02,2.34035617e-03,3.09628158e-03,5.75832668e-04,1.41664326e-03,3.03334575e-04,7.68599509e-04,1.55478171e-05,1.37811888e-04,4.77953756e-06,1.26006355e-07,1.86950735e-07,6.45688235e-08,3.08793789e-08,1.92348513e-07,2.53038805e-07,2.48563558e-07,2.71464112e-07,8.75460707e-07,2.12442605e-06,5.25872769e-06]
1172.mp3,0.07849797070543403,0.04559571747824685,[2.12697363e-02,4.05494834e-02,4.82646359e-02,2.90090366e-02,1.36532920e-02,1.24506650e-02,4.68565419e-03,3.97066825e-03,2.37222632e-03,1.20290421e-03,2.44435779e-03,1.11125769e-03,4.90560327e-04,4.25654909e-04,3.52422517e-04,1.70180540e-04,4.08438990e-05,3.98721739e-05,8.79097749e-05,1.81423327e-04,1.19225972e-04,1.71580893e-04,2.74555177e-04,2.29486053e-04],[2.12697363e-02,4.05494834e-02,4.82646359e-02,2.90090366e-02,1.36532920e-02,1.24506650e-02,4.68565419e-03,3.97066825e-03,2.37222632e-03,1.20290421e-03,2.44435779e-03,1.11125769e-03,4.90560327e-04,4.25654909e-04,3.52422517e-04,1.70180540e-04,4.08438990e-05,3.98721739e-05,8.79097749e-05,1.81423327e-04,1.19225972e-04,1.71580893e-04,2.74555177e-04,2.29486053e-04]
1173.mp3,0.10086508620292524,0.06739253690282761,[0.05424125,0.03107895,0.01561341,0.01580951,0.01024293,0.01970291,0.01794717,0.01135264,0.00945961,0.00340552,0.00675033,0.00513248,0.00973391,0.00874781,0.00629544,0.005602,0.00726748,0.0070653,0.00468713,0.00302799,0.00211602,0.00259722,0.0014388,0.00116234],[0.05424125,0.03107895,0.01561341,0.01580951,0.01024293,0.01970291,0.01794717,0.01135264,0.00945961,0.00340552,0.00675033,0.00513248,0.00973391,0.00874781,0.00629544,0.005602,0.00726748,0.0070653,0.00468713,0.00302799,0.00211602,0.00259722,0.0014388,0.00116234]
1174.mp3,0.09047388704737143,0.04035168997996061,[4.73617197e-03,7.99942484e-03,2.50572979e-02,6.94190085e-02,2.83556666e-02,2.75723213e-02,2.14935468e-03,1.03318554e-02,5.98497470e-03,4.52297324e-03,5.97107130e-04,1.15060598e-03,2.03862394e-03,2.25370684e-03,3.65416955e-04,3.26623375e-04,1.09040696e-04,1.18242175e-04,6.07092000e-05,8.55287501e-05,6.42197805e-05,4.35104482e-05,2.20630837e-05,8.40222970e-06],[4.73617197e-03,7.99942484e-03,2.50572979e-02,6.94190085e-02,2.83556666e-02,2.75723213e-02,2.14935468e-03,1.03318554e-02,5.98497470e-03,4.52297324e-03,5.97107130e-04,1.15060598e-03,2.03862394e-03,2.25370684e-03,3.65416955e-04,3.26623375e-04,1.09040696e-04,1.18242175e-04,6.07092000e-05,8.55287501e-05,6.42197805e-05,4.35104482e-05,2.20630837e-05,8.40222970e-06]
1175.mp3,0.1095234199321265,0.058717190060479145,[0.02728102,0.04281416,0.02939432,0.02757154,0.00553523,0.02565019,0.02672664,0.0407431,0.00906641,0.01456555,0.01565508,0.01198997,0.00752911,0.00329951,0.00337458,0.0036,0.00329552,0.00279096,0.00219602,0.00215879,0.00210325,0.00221088,0.0025602,0.00254492],[0.02728102,0.04281416,0.02939432,0.02757154,0.00553523,0.02565019,0.02672664,0.0407431,0.00906641,0.01456555,0.01565508,0.01198997,0.00752911,0.00329951,0.00337458,0.0036,0.00329552,0.00279096,0.00219602,0.00215879,0.00210325,0.00221088,0.0025602,0.00254492]
1176.mp3,0.07628041921369977,0.04152925454444886,[0.0023914,0.00857339,0.01575477,0.03799957,0.01999982,0.03078265,0.01875967,0.02366765,0.01711998,0.01340128,0.00705685,0.00342098,0.00351457,0.00113381,0.00321243,0.00493367,0.00214962,0.00069735,0.00021466,0.0001846,0.00038362,0.00082152,0.00061137,0.00013843],[0.0023914,0.00857339,0.01575477,0.03799957,0.01999982,0.03078265,0.01875967,0.02366765,0.01711998,0.01340128,0.00705685,0.00342098,0.00351457,0.00113381,0.00321243,0.00493367,0.00214962,0.00069735,0.00021466,0.0001846,0.00038362,0.00082152,0.00061137,0.00013843]
1177.mp3,0.12770494629768578,0.05206077229169783,[0.05819403,0.05880135,0.04445496,0.04384089,0.01800039,0.00635396,0.0127882,0.01791224,0.01241311,0.0078045,0.01047473,0.0064319,0.00965077,0.00972203,0.01395547,0.01091543,0.00407996,0.00894973,0.00591231,0.00635987,0.00507139,0.00633344,0.00600722,0.00479324],[0.05819403,0.05880135,0.04445496,0.04384089,0.01800039,0.00635396,0.0127882,0.01791224,0.01241311,0.0078045,0.01047473,0.0064319,0.00965077,0.00972203,0.01395547,0.01091543,0.00407996,0.00894973,0.00591231,0.00635987,0.00507139,0.00633344,0.00600722,0.00479324]
1178.mp3,0.05873489173204136,0.04080523364427594,[2.15699259e-02,6.29226305e-03,7.01913311e-03,1.55468069e-02,7.94059476e-03,1.22244493e-02,8.99089377e-03,7.46579218e-03,8.35637181e-03,5.07895532e-03,6.54885373e-03,5.54842932e-03,6.21600723e-03,5.52685936e-03,9.00711003e-03,1.25473437e-02,6.47655799e-03,5.32735564e-03,2.81115010e-03,1.39921526e-03,5.82082216e-04,3.75328788e-04,2.26643421e-04,5.95165242e-05],[2.15699259e-02,6.29226305e-03,7.01913311e-03,1.55468069e-02,7.94059476e-03,1.22244493e-02,8.99089377e-03,7.46579218e-03,8.35637181e-03,5.07895532e-03,6.54885373e-03,5.54842932e-03,6.21600723e-03,5.52685936e-03,9.00711003e-03,1.25473437e-02,6.47655799e-03,5.32735564e-03,2.81115010e-03,1.39921526e-03,5.82082216e-04,3.75328788e-04,2.26643421e-04,5.95165242e-05]
1179.mp3,0.14147116158464754,0.03495269622406718,[0.03555822,0.04271253,0.05232015,0.04326418,0.02211911,0.04541713,0.03679843,0.04137109,0.03090959,0.01807227,0.0260832,0.01362217,0.02009503,0.01153072,0.01084938,0.00669444,0.00386361,0.00345035,0.0027316,0.00290921,0.00258699,0.00299979,0.00280109,0.00295121],[0.03555822,0.04271253,0.05232015,0.04326418,0.02211911,0.04541713,0.03679843,0.04137109,0.03090959,0.01807227,0.0260832,0.01362217,0.02009503,0.01153072,0.01084938,0.00669444,0.00386361,0.00345035,0.0027316,0.00290921,0.00258699,0.00299979,0.00280109,0.00295121]
1180.mp3,0.10844814951304775,0.04647810693729466,[9.40902675e-03,3.62523187e-02,4.39086754e-02,4.93101158e-02,2.01271493e-02,2.67750757e-02,2.89762908e-02,3.16877143e-02,2.72668346e-02,2.23735339e-02,1.25940028e-02,1.08425509e-02,1.79730969e-02,7.36830426e-03,5.49136018e-03,1.21220540e-03,6.97087887e-04,9.16906018e-05,1.04972614e-05,7.58409988e-07,5.03731753e-07,1.53734522e-06,4.08904205e-06,7.52338777e-06],[9.40902675e-03,3.62523187e-02,4.39086754e-02,4.93101158e-02,2.01271493e-02,2.67750757e-02,2.89762908e-02,3.16877143e-02,2.72668346e-02,2.23735339e-02,1.25940028e-02,1.08425509e-02,1.79730969e-02,7.36830426e-03,5.49136018e-03,1.21220540e-03,6.97087887e-04,9.16906018e-05,1.04972614e-05,7.58409988e-07,5.03731753e-07,1.53734522e-06,4.08904205e-06,7.52338777e-06]
1181.mp3,0.16135692809392957,0.052882369221052945,[0.04485096,0.06555213,0.03595407,0.03927628,0.03671054,0.04163639,0.03664919,0.03256504,0.02682916,0.02523128,0.025574,0.0182038,0.02415194,0.02064492,0.0220982,0.01820264,0.0160975,0.01764092,0.01769218,0.01480384,0.01196054,0.01083411,0.01000562,0.00511049],[0.04485096,0.06555213,0.03595407,0.03927628,0.03671054,0.04163639,0.03664919,0.03256504,0.02682916,0.02523128,0.025574,0.0182038,0.02415194,0.02064492,0.0220982,0.01820264,0.0160975,0.01764092,0.01769218,0.01480384,0.01196054,0.01083411,0.01000562,0.00511049]
1182.mp3,0.09941583217066763,0.039136160984088654,[3.97234189e-02,3.17227698e-02,3.63858001e-02,5.06959766e-02,1.87472218e-02,5.49023927e-03,6.20044736e-03,8.63057733e-03,1.18158181e-02,9.79963959e-03,5.66172929e-03,2.92491302e-03,4.05618498e-03,1.30900325e-03,7.03455703e-04,8.22096526e-04,1.92195602e-04,2.58929943e-04,5.54603182e-04,4.24014806e-04,4.47889072e-04,7.03049870e-04,2.14383888e-04,1.06493465e-05],[3.97234189e-02,3.17227698e-02,3.63858001e-02,5.06959766e-02,1.87472218e-02,5.49023927e-03,6.20044736e-03,8.63057733e-03,1.18158181e-02,9.79963959e-03,5.66172929e-03,2.92491302e-03,4.05618498e-03,1.30900325e-03,7.03455703e-04,8.22096526e-04,1.92195602e-04,2.58929943e-04,5.54603182e-04,4.24014806e-04,4.47889072e-04,7.03049870e-04,2.14383888e-04,1.06493465e-05]
1183.mp3,0.10927723279650722,0.02542418871390925,[1.01225617e-02,2.13554914e-02,4.91174661e-02,6.11604407e-02,3.53495219e-02,3.28374266e-02,2.63268325e-02,3.24917591e-02,2.40657285e-02,1.28242098e-02,8.48626520e-03,1.68505551e-03,5.96374640e-04,1.48027816e-03,8.98044246e-04,9.18895401e-04,2.33480285e-05,1.78425857e-06,5.16106100e-11,4.74555097e-12,3.47550651e-14,1.26068486e-08,8.87599218e-08,5.89032470e-07],[1.01225617e-02,2.13554914e-02,4.91174661e-02,6.11604407e-02,3.53495219e-02,3.28374266e-02,2.63268325e-02,3.24917591e-02,2.40657285e-02,1.28242098e-02,8.48626520e-03,1.68505551e-03,5.96374640e-04,1.48027816e-03,8.98044246e-04,9.18895401e-04,2.33480285e-05,1.78425857e-06,5.16106100e-11,4.74555097e-12,3.47550651e-14,1.26068486e-08,8.87599218e-08,5.89032470e-07]
1184.mp3,0.06846055863657159,0.0458299049811526,[8.11789655e-03,6.68014694e-03,3.43015221e-03,2.33998087e-02,4.99909067e-02,1.67574108e-02,7.52857720e-03,4.52979191e-03,1.65593631e-03,1.21301158e-04,1.63607419e-04,4.73400880e-05,1.47109633e-06,9.29437426e-07,9.48737214e-10,4.56085407e-08,0.00000000e+00,2.24619903e-10,8.90447694e-10,7.00785716e-10,1.00942960e-09,4.23204968e-08,2.24903787e-07,8.89611938e-07],[8.11789655e-03,6.68014694e-03,3.43015221e-03,2.33998087e-02,4.99909067e-02,1.67574108e-02,7.52857720e-03,4.52979191e-03,1.65593631e-03,1.21301158e-04,1.63607419e-04,4.73400880e-05,1.47109633e-06,9.29437426e-07,9.48737214e-10,4.56085407e-08,0.00000000e+00,2.24619903e-10,8.90447694e-10,7.00785716e-10,1.00942960e-09,4.23204968e-08,2.24903787e-07,8.89611938e-07]
1185.mp3,0.11816821076550033,0.03574459392628119,[2.18384168e-02,4.98671311e-02,4.37296775e-02,4.43262397e-02,2.24552978e-02,2.02671055e-02,1.68430918e-02,1.73166123e-02,1.90683051e-02,1.63497124e-02,1.84101515e-02,1.48947515e-02,1.77188102e-02,1.56443610e-02,9.15415710e-03,1.01553832e-02,5.28553488e-03,6.81979080e-03,3.12422255e-03,2.37532636e-03,1.40729102e-03,2.88707071e-04,1.40189928e-05,6.00939850e-06],[2.18384168e-02,4.98671311e-02,4.37296775e-02,4.43262397e-02,2.24552978e-02,2.02671055e-02,1.68430918e-02,1.73166123e-02,1.90683051e-02,1.63497124e-02,1.84101515e-02,1.48947515e-02,1.77188102e-02,1.56443610e-02,9.15415710e-03,1.01553832e-02,5.28553488e-03,6.81979080e-03,3.12422255e-03,2.37532636e-03,1.40729102e-03,2.88707071e-04,1.40189928e-05,6.00939850e-06]
1186.mp3,0.06165985677363852,0.06201552424317643,[3.90298097e-03,2.70224511e-02,2.34426103e-02,3.84198516e-02,2.48377173e-02,1.14706409e-02,6.81893450e-03,2.09766598e-03,2.56857320e-03,1.62488577e-03,1.42438300e-03,9.46771853e-04,2.21387005e-04,2.60019423e-04,1.91629455e-04,1.37042374e-04,1.65353424e-04,1.82855882e-04,1.49463316e-04,1.00423128e-04,6.84242040e-05,3.39730717e-05,3.50540821e-05,2.24977791e-05],[3.90298097e-03,2.70224511e-02,2.34426103e-02,3.84198516e-02,2.48377173e-02,1.14706409e-02,6.81893450e-03,2.09766598e-03,2.56857320e-03,1.62488577e-03,1.42438300e-03,9.46771853e-04,2.21387005e-04,2.60019423e-04,1.91629455e-04,1.37042374e-04,1.65353424e-04,1.82855882e-04,1.49463316e-04,1.00423128e-04,6.84242040e-05,3.39730717e-05,3.50540821e-05,2.24977791e-05]
