song,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,onset_mean,onset_std,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,tot_loudness_mean,tot_loudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23, valence_mean, valence_std, arousal_mean, arousal_std
859,3572.470447,4270.073818,0.036061621,0.046330976,1851.001491,1744.813139,2844.538185,1336.714507,1.500489687,1.913761802,147.65625,-193.5281623,64.95069132,159.7451487,41.41568162,27.44886668,24.85031659,43.4330762,19.20494584,-3.587202593,16.26421253,18.52352476,13.94196733,-16.66571989,13.16349933,5.659138375,10.72931859,-16.46311352,10.7653547,-3.083494311,11.33341295,-13.32742437,10.21613341,-3.141959895,7.258658279,-16.71500699,6.823842019,0.275498944,0.072226538,0.05346744,0.06050953,0.07325437,0.15456152,0.10095178,0.05630789,0.03708247,0.0288761,0.02422682,0.00901749,0.01819042,0.00541838,0.01304947,0.0096366,0.01071827,0.0098337,0.01145737,0.01314367,0.01466091,0.01658157,0.02099937,0.02504348,0.03018715,0.03825209,0.05346744,0.06050953,0.07325437,0.15456152,0.10095178,0.05630789,0.03708247,0.0288761,0.02422682,0.00901749,0.01819042,0.00541838,0.01304947,0.0096366,0.01071827,0.0098337,0.01145737,0.01314367,0.01466091,0.01658157,0.02099937,0.02504348,0.03018715,0.03825209,3.6,2.01,5.1,2.02
860,3736.074581,2321.650534,0.043005003,0.021729382,1832.875806,831.9307929,2473.703387,837.3832081,1.514073537,1.167443126,120.1853198,-117.6825388,41.48747404,183.5521574,25.44241674,-33.31790726,12.91583919,25.74347231,19.10566305,-18.98826293,17.95857372,24.67122136,18.14893836,3.025547796,15.87533888,8.490667889,11.97132765,1.062375799,8.587151993,0.808973955,8.062502383,3.166735615,7.507263018,0.269788394,7.234645657,7.282166559,8.209768824,0.320831968,0.087555558,0.12451559,0.08190032,0.06548454,0.07152743,0.04616104,0.06222088,0.0596435,0.07415052,0.06006016,0.06270596,0.07523093,0.06559714,0.05541109,0.04464466,0.04145719,0.02738384,0.03276966,0.02881252,0.03140907,0.03101879,0.03163174,0.03314392,0.0300596,0.01936164,0.12451559,0.08190032,0.06548454,0.07152743,0.04616104,0.06222088,0.0596435,0.07415052,0.06006016,0.06270596,0.07523093,0.06559714,0.05541109,0.04464466,0.04145719,0.02738384,0.03276966,0.02881252,0.03140907,0.03101879,0.03163174,0.03314392,0.0300596,0.01936164,6.6,0.92,6.7,1.27
863,6741.079622,2389.348168,0.086498986,0.048042314,3200.262528,1147.362579,3402.132384,802.3882777,1.308422845,1.002153173,123.046875,-69.25432616,52.27156324,128.7754799,26.13906188,-36.88618226,25.76778479,63.49676321,18.88233353,-19.94744628,17.3639147,28.57241363,17.68552363,-13.70735985,12.93976852,15.40514835,15.51669428,-9.567642928,10.7965638,5.539531222,13.657745,-2.325891713,10.69374342,4.450352065,10.91489468,-3.461011205,8.644787948,0.421714684,0.113502965,0.12846385,0.08672628,0.08363975,0.0918574,0.06451864,0.07650563,0.04683579,0.06817396,0.04582835,0.05003118,0.05074064,0.0403373,0.06802165,0.04913189,0.06516185,0.07300752,0.07365865,0.09502014,0.08872514,0.09486209,0.09232714,0.09772318,0.08750261,0.06147835,0.12846385,0.08672628,0.08363975,0.0918574,0.06451864,0.07650563,0.04683579,0.06817396,0.04582835,0.05003118,0.05074064,0.0403373,0.06802165,0.04913189,0.06516185,0.07300752,0.07365865,0.09502014,0.08872514,0.09486209,0.09232714,0.09772318,0.08750261,0.06147835,6.4,1.11,7,1
864,2532.040585,1261.363756,0.025553176,0.013852256,1333.109754,537.7598739,2148.649289,494.9165922,1.177679345,1.338311747,90.66611842,-196.3547941,48.14083613,193.4465224,18.14798199,-14.78229466,22.64274999,29.16106378,13.80356815,6.972681094,12.46553039,24.67061357,8.104922496,-7.681104388,7.916262437,9.543181989,8.917374217,4.145039244,8.510276594,8.442119086,7.032638225,5.099059516,6.468883991,-4.87047779,8.198897601,2.691600405,6.855949127,0.199509775,0.056906787,0.09865841,0.08317167,0.06317637,0.06359142,0.03338675,0.02751808,0.03396767,0.04086134,0.0198894,0.02134418,0.01904373,0.01362779,0.02630353,0.02543879,0.02606643,0.01966172,0.01376243,0.01347684,0.01187541,0.00958363,0.00673853,0.00794068,0.00683759,0.00508572,0.09865841,0.08317167,0.06317637,0.06359142,0.03338675,0.02751808,0.03396767,0.04086134,0.0198894,0.02134418,0.01904373,0.01362779,0.02630353,0.02543879,0.02606643,0.01966172,0.01376243,0.01347684,0.01187541,0.00958363,0.00673853,0.00794068,0.00683759,0.00508572,5.7,1.1,5.9,1.04
865,2187.766781,1354.409829,0.02539465,0.014091142,1151.11865,591.2223012,1860.316638,689.6968416,1.247310798,1.019854421,105.46875,-334.4644971,52.42185888,198.528118,25.85535605,0.239419646,21.27008789,17.90213025,15.14530986,20.58644126,17.93580488,15.79303179,10.49941744,-3.048784243,9.895372837,6.76827096,10.9739368,-1.465155434,7.799467729,-0.188494212,10.3712959,3.507696471,11.34639765,2.433641422,7.398226158,1.299708472,7.915229655,0.067311172,0.033612009,0.03581968,0.03457824,0.01741119,0.02177244,0.00748239,0.01371003,0.01135027,0.0068388,0.00587993,0.00380058,0.0044486,0.00489579,0.00382765,0.00280548,0.00250588,0.00169748,0.0020707,0.00238688,0.00061987,0.00044794,0.00028378,0.00021934,0.00049182,0.00053802,0.03581968,0.03457824,0.01741119,0.02177244,0.00748239,0.01371003,0.01135027,0.0068388,0.00587993,0.00380058,0.0044486,0.00489579,0.00382765,0.00280548,0.00250588,0.00169748,0.0020707,0.00238688,0.00061987,0.00044794,0.00028378,0.00021934,0.00049182,0.00053802,2.8,1.78,4.6,1.5
866,4897.10226,2047.888308,0.057015742,0.043579049,2410.654875,990.0854772,2786.203453,730.9784307,1.49186619,1.69811031,135.9991776,-215.829025,102.0477933,142.9814758,40.32552859,-42.43317809,27.56820373,32.62026761,18.91728813,-7.693445146,20.52512358,9.882045616,14.69797715,-7.994852004,13.19479994,6.318703688,12.42970983,-4.347721375,11.03182374,-0.664958649,11.31770506,-5.421303309,9.022657897,-7.088256791,8.891784181,-7.364529402,6.981954509,0.15923549,0.097544708,0.03930379,0.03002406,0.04037677,0.05492127,0.0182086,0.02469354,0.01849296,0.03155556,0.02683119,0.02203505,0.02333376,0.01711611,0.02703982,0.02547777,0.02830698,0.02631213,0.02832045,0.02560786,0.0260895,0.01767559,0.01480338,0.01363742,0.01189191,0.00791632,0.03930379,0.03002406,0.04037677,0.05492127,0.0182086,0.02469354,0.01849296,0.03155556,0.02683119,0.02203505,0.02333376,0.01711611,0.02703982,0.02547777,0.02830698,0.02631213,0.02832045,0.02560786,0.0260895,0.01767559,0.01480338,0.01363742,0.01189191,0.00791632,5.8,1.17,5.1,1.58
867,8400.057054,2760.601317,0.095929782,0.073878504,3868.056283,1642.572094,4092.444653,619.0172238,1.563687524,1.63299873,109.9567819,-126.7730146,60.4613578,107.0751671,31.54448477,5.747138253,23.83048754,74.3799233,21.59019005,-27.65045599,15.99958127,35.401767,17.66688226,-20.2334644,11.67299864,13.26008188,14.69752586,-8.831405702,11.22038943,13.68696811,10.5248089,-11.68617409,10.09534336,1.302170924,10.55208856,-6.947363648,11.50090398,0.309784897,0.120929949,0.05974587,0.09562755,0.08214212,0.08604326,0.0486278,0.04678126,0.03394746,0.04764194,0.0267544,0.01687047,0.01667625,0.01871081,0.0162441,0.02094757,0.02590482,0.02294548,0.02816675,0.03519916,0.05296231,0.07131182,0.08833329,0.09387921,0.08528878,0.08503259,0.05974587,0.09562755,0.08214212,0.08604326,0.0486278,0.04678126,0.03394746,0.04764194,0.0267544,0.01687047,0.01667625,0.01871081,0.0162441,0.02094757,0.02590482,0.02294548,0.02816675,0.03519916,0.05296231,0.07131182,0.08833329,0.09387921,0.08528878,0.08503259,5.8,1.83,6.5,2.01
869,1306.281042,922.0202677,0.022346892,0.010316681,777.2708286,425.0303018,1022.200963,547.0624818,0.788962772,1.408374297,114.84375,-335.5825282,60.4165896,175.6764359,45.26745301,38.15595718,15.8611934,-12.52257388,15.02135901,-1.554830513,11.7805386,8.162132849,10.41834155,0.564265298,8.966381931,-4.787974947,7.593242488,-5.29862981,7.600298589,-5.366592172,8.589915553,-7.168084083,8.741776138,-8.46778281,7.807536261,-7.93472824,8.313345945,0.093635709,0.079684022,0.02640049,0.02598342,0.02421387,0.05064884,0.0236745,0.01959063,0.00948023,0.02024889,0.00951684,0.01261907,0.0094519,0.00386298,0.00457392,0.00294639,0.00093814,0.00031909,0.0002124,0.00022455,0.00021179,0.00028358,0.00028828,0.00030051,0.00030807,0.00031375,0.02640049,0.02598342,0.02421387,0.05064884,0.0236745,0.01959063,0.00948023,0.02024889,0.00951684,0.01261907,0.0094519,0.00386298,0.00457392,0.00294639,0.00093814,0.00031909,0.0002124,0.00022455,0.00021179,0.00028358,0.00028828,0.00030051,0.00030807,0.00031375,2.6,1.69,4.1,1.92
871,7461.116209,1458.185944,0.061317157,0.033940249,3266.244457,660.4294076,3925.635869,366.7397597,1.140542237,0.991714614,109.9567819,-24.85439052,53.48755254,130.3552325,22.30994999,-32.05294384,14.60315448,48.0219218,6.258603661,-23.16964243,7.777759879,34.56719311,5.682611204,-22.89574695,7.145286028,26.170835,7.422179524,-22.26562346,7.465912325,15.74101578,7.744990016,-14.27772854,8.130520184,6.190994751,7.826781191,-7.325373654,10.08012201,0.500723053,0.10348685,0.0874109,0.13192446,0.129689,0.13751923,0.07848505,0.09150526,0.07933527,0.0887052,0.08253823,0.07748946,0.08609108,0.07168489,0.09104532,0.07905058,0.08268907,0.09085446,0.08991472,0.09792151,0.10202354,0.09514203,0.09273195,0.08983124,0.11415834,0.11567056,0.0874109,0.13192446,0.129689,0.13751923,0.07848505,0.09150526,0.07933527,0.0887052,0.08253823,0.07748946,0.08609108,0.07168489,0.09104532,0.07905058,0.08268907,0.09085446,0.08991472,0.09792151,0.10202354,0.09514203,0.09273195,0.08983124,0.11415834,0.11567056,6.4,1.36,6,1.84
872,1529.851091,995.8030531,0.017145608,0.010172969,770.1572628,440.0532066,1127.754553,360.4165821,1.273027541,1.593474334,120.1853198,-375.5418997,59.51206349,206.5664967,28.96535529,-3.047950615,37.45573194,9.542675938,18.91613141,39.39700829,10.70216615,15.9428919,15.01121506,11.59146786,16.4892553,7.303293072,12.9317837,1.911279521,8.586860647,5.255064664,7.537192085,6.825086522,8.091868024,5.649167927,6.644926228,4.00124172,6.900281491,0.080200684,0.035868485,4.06E-02,4.62E-02,2.67E-02,2.02E-02,6.13E-03,1.31E-02,7.91E-03,8.94E-03,1.77E-03,1.15E-03,5.84E-03,2.60E-03,5.73E-03,3.48E-03,4.59E-03,3.50E-03,1.74E-03,3.39E-03,1.34E-03,3.48E-04,6.18E-05,1.10E-08,8.67E-09,9.61E-08,4.06E-02,4.62E-02,2.67E-02,2.02E-02,6.13E-03,1.31E-02,7.91E-03,8.94E-03,1.77E-03,1.15E-03,5.84E-03,2.60E-03,5.73E-03,3.48E-03,4.59E-03,3.50E-03,1.74E-03,3.39E-03,1.34E-03,3.48E-04,6.18E-05,1.10E-08,8.67E-09,9.61E-08,3.4,1.62,5.5,1.8
873,8384.703137,2595.53361,0.109034637,0.09284304,4045.511327,1617.49955,3879.295587,670.2561761,1.868864202,2.372045543,126.0480183,-191.8627583,92.25978456,80.2440801,48.55775859,-29.84108282,30.83522014,56.19746306,26.20324145,-18.08727065,18.34871827,30.69515071,16.61350017,-3.482961789,13.78864704,23.10413736,13.18290198,-4.945965717,11.30216303,14.50241726,12.36207067,-4.191634666,10.78532676,4.745479869,9.509604739,5.442638378,9.244244499,0.207315476,0.104452472,0.08243178,0.0605078,0.02542749,0.01811577,0.00993706,0.01551082,0.01262157,0.01087722,0.01095634,0.01896112,0.01467179,0.01031738,0.01614173,0.01529279,0.02318622,0.01918503,0.02217413,0.03728369,0.0372545,0.04868284,0.05348641,0.04096779,0.06358565,0.03676629,0.08243178,0.0605078,0.02542749,0.01811577,0.00993706,0.01551082,0.01262157,0.01087722,0.01095634,0.01896112,0.01467179,0.01031738,0.01614173,0.01529279,0.02318622,0.01918503,0.02217413,0.03728369,0.0372545,0.04868284,0.05348641,0.04096779,0.06358565,0.03676629,6.8,0.98,7,0.77
874,4323.04846,1106.046069,0.064607835,0.021706123,2185.170378,541.4226851,2214.184891,348.6151806,1.377968358,0.846777029,120.1853198,-61.09463379,28.39824334,191.3538102,20.52451765,-80.36395323,10.27651137,51.78027143,14.5562318,-12.87923703,13.89385123,15.01302191,9.374127085,3.296140012,7.740705539,-1.074471468,7.497558015,5.721833687,7.641130668,5.959597234,6.989096535,3.248029687,6.480617246,-2.780718198,7.372681336,-0.57775749,6.349652986,0.444357507,0.058012722,0.10737334,0.13811971,0.08591391,0.0956083,0.06007056,0.07139351,0.07470645,0.09097994,0.10057001,0.08054152,0.07689396,0.07168606,0.12006825,0.10183679,0.10512935,0.09271691,0.10261102,0.09023318,0.09987203,0.09319743,0.0693119,0.04332349,0.02294148,0.00683921,0.10737334,0.13811971,0.08591391,0.0956083,0.06007056,0.07139351,0.07470645,0.09097994,0.10057001,0.08054152,0.07689396,0.07168606,0.12006825,0.10183679,0.10512935,0.09271691,0.10261102,0.09023318,0.09987203,0.09319743,0.0693119,0.04332349,0.02294148,0.00683921,6.3,1.49,4.4,1.96
876,6791.024915,2554.390611,0.074026912,0.035121205,3100.331385,1034.651788,3516.344283,874.6736216,1.233911838,0.74880874,139.6748311,-112.1160967,139.5096301,134.5937191,34.33758217,-33.68320588,21.41186534,41.04139231,21.55797263,-13.2665524,17.30878833,15.04922977,19.77334204,-20.49159414,10.16418452,16.17831441,15.62890143,-7.567886496,8.731783686,9.957270141,15.46595439,-1.667351475,7.480925653,7.210762017,9.96592549,-5.34979252,6.439252912,0.361973613,0.202524036,0.12593099,0.08595092,0.05865473,0.06995446,0.0406269,0.07982468,0.0530171,0.09255416,0.06717082,0.04946922,0.04738558,0.04422802,0.05328963,0.05551718,0.07826944,0.05639217,0.0751928,0.08399418,0.07000045,0.06283628,0.06193037,0.07323111,0.06711422,0.05871387,0.12593099,0.08595092,0.05865473,0.06995446,0.0406269,0.07982468,0.0530171,0.09255416,0.06717082,0.04946922,0.04738558,0.04422802,0.05328963,0.05551718,0.07826944,0.05639217,0.0751928,0.08399418,0.07000045,0.06283628,0.06193037,0.07323111,0.06711422,0.05871387,6.3,2.19,6.7,1.68
879,3267.877131,2370.095525,0.021580723,0.024359287,1661.836518,878.479098,3026.514765,784.7644608,1.42373604,1.517056715,86.1328125,-145.9377268,58.64301569,162.590633,23.45122088,9.601677885,22.48476364,33.8539081,14.03547231,-5.179065331,11.34686594,29.26733646,11.59307716,-3.124480115,10.94361863,17.58026965,10.52373185,1.162708475,10.31476717,9.761347947,9.86507668,0.085622003,9.435862192,4.183546235,8.923059368,2.816502412,9.373378366,0.322512973,0.093854838,0.18723438,0.10457927,0.08688122,0.06737269,0.04865895,0.05195969,0.04093566,0.05400065,0.02847326,0.03703665,0.03418915,0.02122842,0.02984016,0.02159734,0.02542094,0.02239088,0.01901551,0.02354308,0.02288226,0.02174783,0.02472766,0.02925314,0.03487712,0.03365468,0.18723438,0.10457927,0.08688122,0.06737269,0.04865895,0.05195969,0.04093566,0.05400065,0.02847326,0.03703665,0.03418915,0.02122842,0.02984016,0.02159734,0.02542094,0.02239088,0.01901551,0.02354308,0.02288226,0.02174783,0.02472766,0.02925314,0.03487712,0.03365468,5.6,1.02,6,1.26
880,4772.361319,888.4703266,0.063274558,0.023148195,2337.688276,487.6385413,2362.787239,244.689154,1.200112871,0.487696911,117.4538352,-73.34448945,26.80138096,173.4453409,13.73070376,-73.08206771,12.84210828,68.3766526,19.78459055,-8.55352318,7.977530266,8.478561061,8.497077233,8.638381035,7.373759698,4.752186921,7.171327833,19.59579961,6.993592912,-0.060489167,6.49378958,7.467192512,5.777992093,3.770048201,5.943324805,2.285506328,4.890634158,0.417917989,0.049470502,0.12564623,0.15241442,0.10029597,0.0698709,0.03637207,0.05293425,0.05540222,0.08211638,0.07049642,0.06185144,0.06059186,0.05685692,0.06233218,0.06378625,0.09243254,0.09979579,0.10816173,0.11226509,0.10316131,0.08906843,0.08260451,0.0556779,0.01903815,0.00333075,0.12564623,0.15241442,0.10029597,0.0698709,0.03637207,0.05293425,0.05540222,0.08211638,0.07049642,0.06185144,0.06059186,0.05685692,0.06233218,0.06378625,0.09243254,0.09979579,0.10816173,0.11226509,0.10316131,0.08906843,0.08260451,0.0556779,0.01903815,0.00333075,4.9,2.12,3.8,1.66
882,3268.520576,899.7759074,0.073582299,0.021101221,1930.140412,465.5352336,1819.060443,514.8279816,1.196331241,0.738004183,120.1853198,-194.3954223,42.86320469,201.341825,23.84515571,-84.10601427,24.57946884,20.41421216,17.64235342,21.3650833,17.94563769,17.26217025,28.5780442,-12.88994068,13.17876981,10.9662831,9.706126756,2.456739438,9.110882795,4.111931462,7.504340731,7.595372959,7.600181479,1.251610511,7.705063542,-4.005391455,7.005225833,0.21381628,0.054456538,0.06234257,0.04238148,0.0329038,0.04353177,0.02094929,0.02832127,0.0233946,0.04560615,0.03228302,0.02781627,0.03044635,0.03836786,0.07402571,0.06284631,0.07042968,0.06849726,0.0483586,0.04080722,0.02318432,0.00630927,0.00407783,0.00544965,0.0054348,0.00299813,0.06234257,0.04238148,0.0329038,0.04353177,0.02094929,0.02832127,0.0233946,0.04560615,0.03228302,0.02781627,0.03044635,0.03836786,0.07402571,0.06284631,0.07042968,0.06849726,0.0483586,0.04080722,0.02318432,0.00630927,0.00407783,0.00544965,0.0054348,0.00299813,5.3,1.68,5.2,1.47
884,2421.122526,1404.58488,0.032170169,0.022048663,1334.459742,632.5819423,2094.379151,582.1374005,1.513010802,1.119075147,109.9567819,-189.1448704,44.1503776,184.4261034,24.98387119,-10.54161233,31.2548833,14.99899289,16.1888021,8.449281096,16.2224196,19.99080703,20.01128278,6.520480589,13.34921086,7.064678635,9.772440461,5.594069076,11.07587883,-3.17918524,10.18651178,-0.16490324,9.762552022,8.014651451,8.126133182,-1.722219478,8.663901731,0.230128261,0.067294455,0.10317151,0.08721337,0.06997106,0.05323877,0.02618991,0.04181126,0.04331947,0.03003899,0.0301025,0.04183988,0.03621653,0.02889765,0.03581677,0.02027362,0.02841716,0.01821547,0.01824118,0.01591433,0.00884163,0.00636119,0.00770023,0.00780357,0.00388263,0.00432251,0.10317151,0.08721337,0.06997106,0.05323877,0.02618991,0.04181126,0.04331947,0.03003899,0.0301025,0.04183988,0.03621653,0.02889765,0.03581677,0.02027362,0.02841716,0.01821547,0.01824118,0.01591433,0.00884163,0.00636119,0.00770023,0.00780357,0.00388263,0.00432251,5.5,1.96,5,1.48
886,4121.672518,1305.456054,0.036930515,0.012548312,1970.142177,507.5740731,2974.936193,506.6715451,1.111820487,0.826634226,120.1853198,-104.126081,37.52327097,165.2758543,16.92068065,-16.98129168,10.10504849,48.35668658,9.952865105,-14.16435794,7.038333859,14.83690015,8.01081016,-14.47685663,7.562402608,16.59693683,6.892546908,-10.73894444,7.967035998,7.61353013,6.905860802,-7.953976382,7.389396948,7.053288062,6.502669944,-3.677687959,6.551948004,0.327327937,0.062755234,0.11765313,0.09077536,0.08653893,0.10781104,0.06338934,0.08846822,0.07449425,0.0774858,0.06095494,0.05343448,0.04624193,0.03320531,0.03907081,0.02872188,0.0407794,0.03977938,0.04343459,0.04747803,0.04378156,0.03673348,0.03477804,0.03338939,0.03050751,0.03043135,0.11765313,0.09077536,0.08653893,0.10781104,0.06338934,0.08846822,0.07449425,0.0774858,0.06095494,0.05343448,0.04624193,0.03320531,0.03907081,0.02872188,0.0407794,0.03977938,0.04343459,0.04747803,0.04378156,0.03673348,0.03477804,0.03338939,0.03050751,0.03043135,5.9,0.94,5.4,1.36
887,3353.144622,753.5915069,0.04281253,0.019766774,1622.500795,447.7794363,1831.066157,251.5789829,1.196606769,0.754411033,112.3471467,-170.1561118,35.19243912,205.248806,18.00489184,-66.33290528,17.39534876,41.06912523,14.98932498,26.55156024,11.49685859,-3.310976847,9.574820956,8.357817115,8.13380702,3.459371156,7.798872153,-0.328514709,8.488198768,0.436822902,7.141204899,3.332560346,7.40145732,2.6768546,6.854142513,-3.352938176,6.991821123,0.252037217,0.062013233,0.08761283,0.08939163,0.06382326,0.0627853,0.03039902,0.05117247,0.03478381,0.04160696,0.03091584,0.02320057,0.03425428,0.0337574,0.0460323,0.04184851,0.05600539,0.0482372,0.05399406,0.05669416,0.03860058,0.01663737,0.00932932,0.00307061,0.00109984,0.00063769,0.08761283,0.08939163,0.06382326,0.0627853,0.03039902,0.05117247,0.03478381,0.04160696,0.03091584,0.02320057,0.03425428,0.0337574,0.0460323,0.04184851,0.05600539,0.0482372,0.05399406,0.05669416,0.03860058,0.01663737,0.00932932,0.00307061,0.00109984,0.00063769,5.1,1.64,5.6,1.43
889,4934.395392,1473.593797,0.060517671,0.028052434,2445.703156,667.9507384,2779.805144,556.7144967,1.387923622,1.008449729,139.6748311,-87.66241083,42.23581891,147.5433837,21.46765907,-55.41070864,14.35530335,50.46538164,13.01403922,3.477695567,14.39137232,26.55827505,11.05568337,-1.784064722,11.75454969,12.15926655,8.918295623,0.962977837,9.223160999,9.807517566,8.053207622,0.861262518,10.56936241,1.253319277,7.424923353,5.512567059,7.169792093,0.369286133,0.096020807,0.11922995,0.13019461,0.07515617,0.06297932,0.03241838,0.05806952,0.04722926,0.04539767,0.04735818,0.0468924,0.05408362,0.0510192,0.06760479,0.07242303,0.09118083,0.08777359,0.06616733,0.08165201,0.07521173,0.06346047,0.05582856,0.0441036,0.03804038,0.03083155,0.11922995,0.13019461,0.07515617,0.06297932,0.03241838,0.05806952,0.04722926,0.04539767,0.04735818,0.0468924,0.05408362,0.0510192,0.06760479,0.07242303,0.09118083,0.08777359,0.06616733,0.08165201,0.07521173,0.06346047,0.05582856,0.0441036,0.03804038,0.03083155,6.9,1.7,7.2,1.54
890,2400.072279,1551.695742,0.023275369,0.013633744,1162.775982,530.0391787,1821.108963,812.3111318,1.103593075,0.758677806,161.4990234,-293.5800266,74.37426431,181.9898204,41.46941187,-9.291183644,21.98631649,20.07510089,15.24715153,26.29665922,11.38397449,11.92831025,11.44415971,2.624505533,8.629623882,-5.386971614,8.355930275,0.731492078,8.345224989,8.216658459,7.689775754,4.517334125,8.164301904,1.891314567,7.063513765,1.156362993,7.426657165,0.124070174,0.061159743,0.04323244,0.05292395,0.03686116,0.05790866,0.01083291,0.01642205,0.02564832,0.01527257,0.0111754,0.00379909,0.00852535,0.01056388,0.01083149,0.01785653,0.01108703,0.00795228,0.00398429,0.00382346,0.00173109,0.00265676,0.00070941,0.0006921,0.00097184,0.0001402,0.04323244,0.05292395,0.03686116,0.05790866,0.01083291,0.01642205,0.02564832,0.01527257,0.0111754,0.00379909,0.00852535,0.01056388,0.01083149,0.01785653,0.01108703,0.00795228,0.00398429,0.00382346,0.00173109,0.00265676,0.00070941,0.0006921,0.00097184,0.0001402,3.6,1.56,4.7,1.68
891,1638.642367,963.7642072,0.019036931,0.008178928,920.7709007,422.4941716,1624.739617,562.126233,1.159606332,1.478127523,109.9567819,-203.1481768,42.19532409,200.5491809,22.44952805,2.63082575,18.58715431,20.28537437,17.7108493,27.51497612,15.3711996,12.74778087,11.72947522,2.757219815,9.521987615,8.727054267,7.6851103,0.555735661,8.9796587,0.582411966,7.66164743,-1.097368768,7.301684773,-7.580231313,6.791450994,-9.933387483,6.307838521,0.277739908,0.070456222,0.07168599,0.10081118,0.14491162,0.14680266,0.04245165,0.03918599,0.03954959,0.03907892,0.03936866,0.03216739,0.02383186,0.02259785,0.02395781,0.02230754,0.01956952,0.01649677,0.01294412,0.016648,0.00825545,0.0052331,0.00415669,0.00355374,0.00474911,0.00427093,0.07168599,0.10081118,0.14491162,0.14680266,0.04245165,0.03918599,0.03954959,0.03907892,0.03936866,0.03216739,0.02383186,0.02259785,0.02395781,0.02230754,0.01956952,0.01649677,0.01294412,0.016648,0.00825545,0.0052331,0.00415669,0.00355374,0.00474911,0.00427093,3.4,1.43,5.5,1.02
892,3110.518099,1109.017149,0.076542964,0.026982439,2055.564718,585.741222,1481.145509,247.2151012,1.34657864,0.691677293,120.1853198,-235.7584685,30.61250223,180.023824,18.68703715,-115.930523,21.11159776,-23.65831145,24.00861475,-33.08614028,10.85395833,-18.06396531,11.03957536,18.01290042,12.64446038,-7.682965073,8.812672977,-10.17743988,7.508270638,-13.33258439,7.108597807,-4.111618533,9.881639295,3.04467585,8.772267969,-0.07355907,7.481191646,0.174416749,0.055742263,2.63E-03,3.50E-07,4.25E-05,4.70E-03,6.26E-03,1.56E-02,1.34E-02,3.01E-02,3.99E-02,5.72E-02,9.46E-02,5.17E-02,5.52E-02,4.29E-02,1.46E-02,2.56E-02,2.92E-02,2.81E-02,2.50E-02,1.76E-02,8.52E-03,4.78E-03,1.73E-05,1.93E-05,2.63E-03,3.50E-07,4.25E-05,4.70E-03,6.26E-03,1.56E-02,1.34E-02,3.01E-02,3.99E-02,5.72E-02,9.46E-02,5.17E-02,5.52E-02,4.29E-02,1.46E-02,2.56E-02,2.92E-02,2.81E-02,2.50E-02,1.76E-02,8.52E-03,4.78E-03,1.73E-05,1.93E-05,3.9,2.02,2.9,1.14
893,7150.6666,2332.057306,0.05124851,0.027705007,2930.33774,803.4331082,3909.363482,568.7340743,1.353798204,0.683109437,132.5120192,-74.54467543,31.93366407,134.1092598,18.32910518,-17.28394837,13.41060727,51.99227477,11.70227503,-7.447809591,12.43279432,40.60689103,9.942889047,-21.12135065,8.039071174,30.06830316,8.596220529,-8.396424799,8.724784505,13.82359715,8.550598138,-4.601043978,7.065738526,9.228948058,7.070979126,-0.003904612,6.926137992,0.390883165,0.066022494,0.14634134,0.14367941,0.11066239,0.0875698,0.04046282,0.05613686,0.05275706,0.05603604,0.04933675,0.03754885,0.04234463,0.0365645,0.0484482,0.05112296,0.04979841,0.06159202,0.07018709,0.05290498,0.04998889,0.05157965,0.05510277,0.06429277,0.09265032,0.08136838,0.14634134,0.14367941,0.11066239,0.0875698,0.04046282,0.05613686,0.05275706,0.05603604,0.04933675,0.03754885,0.04234463,0.0365645,0.0484482,0.05112296,0.04979841,0.06159202,0.07018709,0.05290498,0.04998889,0.05157965,0.05510277,0.06429277,0.09265032,0.08136838,7.3,1.85,3.3,2.05
